"astro-ph/0311002","Luis Anchordoqui","Luis A. Anchordoqui, Haim Goldberg, Francis Halzen, and Thomas J.
  Weiler","Galactic Point Sources of TeV Antineutrinos","matches published version","Phys.Lett.B593:42,2004","10.1016/j.physletb.2004.04.054","NUB-3242-Th-03; MADPH-03-1355","astro-ph hep-ph",,"  High energy cosmic ray experiments have identified an excess from the region
of the Galactic Plane in a limited energy range around $10^{18}$ eV (EeV). This
is very suggestive of neutrons as candidate primaries, because the directional
signal requires relatively-stable neutral primaries, and time-dilated neutrons
can reach Earth from typical Galactic distances when the neutron energy exceeds
an EeV. We here point out that if the Galactic messengers are neutrons, then
those with energies below an EeV will decay in flight, providing a flux of
cosmic antineutrinos above a TeV which is {\it observable} at a kilometer-scale
neutrino observatory. The expected event rate per year above 1 TeV in a
detector such as IceCube, for example, is 20 antineutrino showers (all flavors)
and a $1^\circ$ directional signal of 4 $\bar \nu_\mu$ events. A measurement of
this flux can serve to identify the first extraterrestrial point source of TeV
antineutrinos.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:33:25 GMT""},{""version"":""v2"",""created"":""Mon, 22 Mar 2004 15:30:12 GMT""},{""version"":""v3"",""created"":""Thu, 19 Aug 2004 15:16:35 GMT""}]","2011-05-12"
"hep-lat/0311006","Michele Vettorazzo","Michele Vettorazzo and Philippe de Forcrand","Electromagnetic fluxes, monopoles, and the order of the 4d compact U(1)
  phase transition","39 pages and 25 figures. The determination of the renormalized
  coupling has been improved. To appear in Nuclear Physics B","Nucl.Phys. B686 (2004) 85-118","10.1016/j.nuclphysb.2004.02.038","CERN-TH/2003-271","hep-lat",,"  We consider the 4d compact U(1) gauge theory with extended action
  S=-beta sum_P cos theta_P -gamma sum_P cos 2 theta_P
  We give a full characterization of the phase diagram of this model using the
notion of flux. The relation with the usual monopole picture is discussed. In
analogy with the XY model we consider the helicity modulus \cite{Jose:1977gm}
for this theory, and show that it is an order parameter. Analyzing the
finite-size effects of the helicity modulus we conclude that the transition is
first-order. The value of this order parameter is related to the renormalized
coupling beta_R. We measure beta^c_R at the transition point and give a
counterexample to its conjectured universal value \cite{Cardy:jg}.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 15:26:56 GMT""},{""version"":""v2"",""created"":""Wed, 10 Mar 2004 16:26:06 GMT""}]","2009-11-10"
"hep-lat/0311007","Michele Vettorazzo","Michele Vettorazzo and Philippe de Forcrand","The helicity modulus in gauge field theories","talk given by Michele Vettorazzo at Lattice2003(topology)",,"10.1016/S0920-5632(03)02698-7",,"hep-lat",,"  We consider the 4d compact U(1) theory with Wilson action and characterize
its phase diagram using the notion of electromagnetic flux, instead of the more
usual magnetic monopole. Taking inspiration from the flux picture, we consider
the helicity modulus (h.m.) for this theory, and show that it is an order
parameter for the confinement deconfinement phase transition. We extend the
definition of the h.m. to an Abelian projected Yang-Mills theory, and discuss
its behavior in SU(2).
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 15:45:57 GMT""}]","2009-11-10"
"hep-ph/0311014","Omar Gustavo Miranda","O. G. Miranda, T. I. Rashba, A. I. Rez and J. W. F. Valle","Constraining the neutrino magnetic moment with anti-neutrinos from the
  Sun","4 pages, 3 figures. Final version to appear in Phys. Rev. Lett","Phys.Rev.Lett.93:051304,2004","10.1103/PhysRevLett.93.051304","IFIC/03-49","hep-ph astro-ph",,"  We discuss the impact of different solar neutrino data on the
spin-flavor-precession (SFP) mechanism of neutrino conversion. We find that,
although detailed solar rates and spectra allow the SFP solution as a
sub-leading effect, the recent KamLAND constraint on the solar antineutrino
flux places stronger constraints to this mechanism. Moreover, we show that for
the case of random magnetic fields inside the Sun, one obtains a more stringent
constraint on the neutrino magnetic moment down to the level of \mu_\nu \lsim
few \times 10^{-12}\mu_B, similar to bounds obtained from star cooling.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:48:55 GMT""},{""version"":""v2"",""created"":""Sun, 6 Jun 2004 09:15:56 GMT""}]","2009-09-17"
"hep-ph/0311027","BingAn Li","Bing An Li","Form factor of \pi^0\gamma^*\gamma^* and contribution to muon g-2","14 pages and one figure",,,,"hep-ph",,"  The transition form factor of $\pi^0\gamma^*\gamma^* is found. The slope is
predicted. The contribution to muon g-2 is calculated.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 18:21:32 GMT""}]","2007-05-23"
"hep-ph/0311028","Larry McLerran","Larry McLerran","The Quark Gluon Plasma and The Color Glass Condensate: 4 Lectures",,,,,"hep-ph",,"  The purpose of these lectures is to provide an introduction to the physics
issues which are being studied in the RHIC heavy ion program. These center
around the production of new states of matter. The Quark Gluon Plasma is
thermal matter which once existed in the big bang which may be made at RHIC.
The Color Glass Condensate is a universal form of matter which controls the
high energy limit of strong interactions. Both such forms of matter might be
produced and probed at RHIC.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 19:00:45 GMT""}]","2007-05-23"
"hep-ph/0311030","Daniel Gomez Dumm","A. Scarpettini, D. Gomez Dumm, N.N. Scoccola","Light pseudoscalar mesons in a nonlocal SU(3) chiral quark model","18 pages, 3 figures. New subsections included, references added.
  Mixing angles eta - eta' reanalyzed. Final version to appear in Phys. Rev. D","Phys.Rev. D69 (2004) 114018","10.1103/PhysRevD.69.114018",,"hep-ph",,"  We study the properties of the light pseudoscalar mesons in a three flavor
chiral quark model with nonlocal separable interactions. We concentrate on the
evaluation of meson masses and decay constants, considering both the cases of
Gaussian and Lorentzian nonlocal regulators. The results are found to be in
quite good agreement with the empirical values, in particular in the case of
the ratio f_K/f_pi and the anomalous decay pi^0 --> gamma gamma. In addition,
the model leads to a reasonable description of the observed phenomenology in
the eta-eta' sector, even though it implies the existence of two significantly
different state mixing angles.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 21:35:25 GMT""},{""version"":""v2"",""created"":""Fri, 16 Apr 2004 18:24:21 GMT""}]","2009-11-10"
"hep-ph/0311031","David Akers","David Akers","Rotational Spectra of the Exotic and Non-exotic Baryons","PDF only, MS Word file available from author, 28 pages, 12 figures,
  added reference and changed Fig. 2",,,,"hep-ph",,"  In the present paper, the rotational states of the baryons, dibaryons and
baryon octets are shown. A comparison of the S = +1 theta baryons is made to
the spectrum of the narrow width dibaryons. From this comparison, the
rotational spectra of the exotic theta baryons are proposed. We analyze the
importance of the 70 MeV quantum proposed by Mac Gregor and its relationship in
the location of exotic baryons belonging to the antidecuplet. Antidecuplet mass
separations are suggested on the order of the pion mass or 120 - 150 MeV from
symmetry to the spectrums of the baryon decuplet and charmed baryons. A mass
separation is possible on the order of the muon mass or 108 MeV as recently
suggested by Diakonov and Petrov. However, the mass separation of 108 MeV
introduces an asymmetry with respect to the mass separations as found in the
baryon decuplet.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 21:53:54 GMT""},{""version"":""v2"",""created"":""Wed, 5 Nov 2003 03:20:56 GMT""},{""version"":""v3"",""created"":""Sun, 9 Nov 2003 02:51:19 GMT""},{""version"":""v4"",""created"":""Mon, 12 Apr 2004 14:39:56 GMT""}]","2007-05-23"
"hep-ph/0311033","Rajan Gupta","Rajan Gupta","Estimates of Light Quark Masses from Lattice QCD and QCD Sum rules","Based on a summary talk at the 2nd Workshop CKM Unitarity Triangle,
  5-9 April 2003, IPPP Durham, UK (eConf C0304052).10 pages. Minor corrections
  and improved style file",,,"LAUR-03-6655","hep-ph hep-lat",,"  This talk reviews the progress made in the determination of the light quark
masses using lattice QCD and QCD sum rules. Based on preliminary calculations
with three flavors of dynamical quarks, the lattice estimate is $m_s = 75(15)$
MeV, a tantalizingly low value. On the other hand the leading estimates from
scale and pseudo-scalar sum rules are $99(16)$ and $100(12)$ MeV respectively.
The $\tau$-decay sum rule estimates depend very sensitively on the value of
$|V_{us}|$. The central values from different analyses lie in the range 115-120
MeV if unitarity of CKM matrix is imposed, and in the range 100-105 MeV if the
Particle Data Group values for $|V_{us}|$ are used. I also give my reasons for
why the lattice result is not yet in conflict with rigorous lower bounds from
sum rule analyses.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 22:20:48 GMT""},{""version"":""v2"",""created"":""Mon, 17 Nov 2003 18:22:57 GMT""}]","2007-05-23"
"hep-ph/0311034","Mu-Chun Chen","Mu-Chun Chen and K.T. Mahanthappa","An Overview of Neutrino Masses and Mixing in SO(10) Models","4 pages; Talk presented at the 5th International Workshop on Neutrino
  Factories and Superbeams (NuFact'03), Columbia University, New York, June
  5-11, 2003; v2: typos corrected","AIP Conf. Proc. 721 (2004) 269.","10.1063/1.1818413","BNL-HET-03/22, COLO-HEP-494","hep-ph",,"  We review in this talk various SUSY SO(10) models. Specifically, we discuss
how small neutrino masses are generated in and generic predictions of different
SO(10) models. A comparison of the predictions of these models for
sin^{2}(theta_{13}) is given.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 22:19:53 GMT""},{""version"":""v2"",""created"":""Mon, 1 Dec 2003 01:13:01 GMT""}]","2009-11-10"
"hep-ph/0311035","Hai-Yang Cheng","Hai-Yang Cheng","Status of Exclusive Baryonic B Decays","6 pages, 5 figures, talk presented at 2nd International Conference on
  Flavor Physics, Seoul, Oct. 6-11, 2003","J.Korean Phys.Soc. 45 (2004) S245-S251",,,"hep-ph hep-ex",,"  The status of exclusive two-body and three-body baryonic B decays is
reviewed. The threshold peaking effect in baryon pair invariant mass is
stressed and explained. Weak radiative baryonic B decays mediated by the
electromagnetic penguin process are discussed.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 01:14:49 GMT""}]","2007-05-23"
"hep-ph/0311037","Yg Kim","S. Y. Choi and Y. G. Kim","Analysis of the Neutralino System in Two--Body Decays of Neutralinos","14 pages, 3 figures, minor revision, to appear in Phys. Rev. D","Phys.Rev. D69 (2004) 015011","10.1103/PhysRevD.69.015011","KIAS-P03079, KUPT-03-04","hep-ph",,"  In the minimal supersymmetric standard model (MSSM), the neutralinos, the
spin--1/2 Majorana superpartners of the neutral gauge and Higgs bosons, are
expected to be among the light supersymmetric particles that can be produced
copiously at future high--energy colliders. We analyze two--body neutralino
decays into a neutralino plus a $Z$ boson or a lightest neutral Higgs boson
$h$, allowing the relevant parameters to have complex phases. We show that the
two--body tree--level decays of neutralinos are kinematically allowed in a
large region of the MSSM parameter space and they can provide us with a
powerful probe of the Majorana nature and CP properties of the neutralinos
through the $Z$--boson polarization measured from $Z$--boson leptonic decays.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 05:17:04 GMT""},{""version"":""v2"",""created"":""Tue, 25 Nov 2003 05:34:19 GMT""}]","2009-11-10"
"hep-ph/0311038","esseur Aldo Deandrea","Roberto Casalbuoni, Aldo Deandrea, Micaela Oertel","Little Higgs Models and Precision Electroweak Data","Misprint in eps3 for the custodial model corrected and additional
  discussion of the triplet higgs","JHEP 0402 (2004) 032","10.1088/1126-6708/2004/02/032","FIRENZE DFF-408/10/03 LYCEN-2003-39","hep-ph",,"  We study the low energy limit of Little Higgs models. The method consists in
eliminating the heavy fields using their classical equations of motion in the
infinite mass limit. After the elimination of the heavy degrees of freedom we
can directly read off deviations from the precision electroweak data. We also
examine the effects on the low energy precision experiments.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 09:43:01 GMT""},{""version"":""v2"",""created"":""Fri, 14 Nov 2003 15:19:52 GMT""},{""version"":""v3"",""created"":""Mon, 8 Mar 2004 09:23:30 GMT""},{""version"":""v4"",""created"":""Tue, 29 Jun 2004 15:26:39 GMT""}]","2009-11-10"
"hep-ph/0311039","Kornelija Passek-Kumericki","K. Passek-Kumericki","Hard exclusive reactions and the two-gluon components of eta and eta'
  mesons","11 pages, 2 figures; talk presented at NAPP 2003, Dubrovnik, Croatia,
  26-31 May, 2003","Fizika B13 (2004) 513-522",,"IRB-TH-4/03","hep-ph",,"  The formalism for treating the leading-twist contributions of the two-gluon
Fock components occurring in hard exclusive processes that involve eta and eta'
mesons is reviewed. The calculation of the eta, eta'--photon transition form
factor in next-to-leading order in alpha_s, as well as, the analysis of the g*
g* eta' vertex and the electro- and photoproduction of eta, eta' mesons are
presented. Applications of this formalism to other relevant quantities such as
glueballs are also discussed.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 10:00:12 GMT""}]","2007-05-23"
"hep-ph/0311040","Christine T. H. Davies","Christine Davies","Lattice QCD and Heavy Quark Physics","Review talk at Flavour physics and CP violation, Paris, June 2003","ECONF C030603:MAR14,2003",,,"hep-ph",,"  Lattice QCD results relevant to heavy quark physics are reviewed. In
particular new results will be shown that, for the first time, include
dynamical quarks in the QCD vacuum which are close enough to being realistic to
allow accurate extrapolation to the physical point. Agreement with experiment
is found for a wide range of spectral quantities and the implications of this
for hadronic matrix elements needed for the extraction of CKM elements from B
factory experiments is discussed.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 10:00:26 GMT""}]","2010-11-23"
"hep-ph/0311041","Christine T. H. Davies","Christine Davies and Peter Lepage","Lattice QCD meets experiment in hadron physics","Review talk at HADRON2003, Aschaffenberg, Germany, September 2003","AIP Conf.Proc.717:615-624,2004","10.1063/1.1799771",,"hep-ph",,"  We review recent results in lattice QCD from numerical simulations that allow
for a much more realistic QCD vacuum than has been possible before. Comparison
with experiment for a variety of hadronic quantities gives agreement to within
statistical and systematic errors of 3%. We discuss the implications of this
for future calculations in lattice QCD, particularly those which will provide
input for B factory experiments.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 10:19:44 GMT""}]","2010-11-23"
