"astro-ph/0309800","Neal Weiner","Rob Fardon, Ann E. Nelson, and Neal Weiner (UW)","Dark Energy from Mass Varying Neutrinos","26 pages, 3 figures, refs added, typos corrected, comment added about
  possible matter effects","JCAP 0410:005,2004","10.1088/1475-7516/2004/10/005","UW/PT 03-22","astro-ph hep-ph hep-th",,"  We show that mass varying neutrinos (MaVaNs) can behave as a negative
pressure fluid which could be the origin of the cosmic acceleration. We derive
a model independent relation between the neutrino mass and the equation of
state parameter of the neutrino dark energy, which is applicable for general
theories of mass varying particles. The neutrino mass depends on the local
neutrino density and the observed neutrino mass can exceed the cosmological
bound on a constant neutrino mass. We discuss microscopic realizations of the
MaVaN acceleration scenario, which involve a sterile neutrino. We consider
naturalness constraints for mass varying particles, and find that both ev
cutoffs and ev mass particles are needed to avoid fine-tuning. These
considerations give a (current) mass of order an eV for the sterile neutrino in
microscopic realizations, which could be detectable at MiniBooNE. Because the
sterile neutrino was much heavier at earlier times, constraints from big bang
nucleosynthesis on additional states are not problematic. We consider regions
of high neutrino density and find that the most likely place today to find
neutrino masses which are significantly different from the neutrino masses in
our solar system is in a supernova. The possibility of different neutrino mass
in different regions of the galaxy and the local group could be significant for
Z-burst models of ultra-high energy cosmic rays. We also consider the cosmology
of and the constraints on the ``acceleron'', the scalar field which is
responsible for the varying neutrino mass, and briefly discuss neutrino density
dependent variations in other constants, such as the fine structure constant.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:40:39 GMT""},{""version"":""v2"",""created"":""Mon, 3 Nov 2003 20:25:51 GMT""}]","2009-11-10"
"hep-ph/0310012","Eligio Lisi","G.L. Fogli, E. Lisi, A. Marrone (U. of Bari & INFN, Bari), D.
  Montanino (U. of Lecce & INFN, Lecce), A. Palazzo, A.M. Rotunno (U. of Bari &
  INFN, Bari)","Neutrino Oscillations: A Global Analysis","Invited talk given by G.L. Fogli at the XXIII Physics in Collisions
  Conference (PIC03), Zeuthen, Germany, June 2003. 2nd version significantly
  shortened to match editorial constraints; 16 pages, including 7 figures","ECONF C030626:THAT05,2003","10.1016/S0920-5632(03)01315-X",,"hep-ph",,"  We review the status of the neutrino oscillation physics (as of June 2003),
with a particular emphasis on the present knowledge of the neutrino mass-mixing
parameters in a three generation approach. We consider first the nu_mu-->nu_tau
flavor transitions of atmospheric neutrinos. It is found that standard
oscillations provide the best description of the SK+K2K data, and that the
associated mass-mixing parameters are determined at 1 sigma (and dof=1) as:
Delta m^2=(2.6 +-0.4) x 10^-3 eV^2 and sin^2(2theta)=1.00+0.00-0.05. Such
indications, presently dominated by SK, could be strengthened by further K2K
data. Then we analyze the energy spectrum of reactor neutrino events recently
observed at KamLAND and combine them with solar and terrestrial neutrino data.
We find that the solution to the solar neutrino problem at large mixing angle
(LMA) is basically split into two sub-regions, that we denote as LMA-I and
LMA-II. The LMA-I solution, characterized by lower values of the squared
neutrino mass gap, is favored by the global data fit. Finally, we briefly
illustrate how prospective data from the SNO and KamLAND can increase our
confidence in the occurrence of standard matter effects in the Sun, which are
starting to emerge from current data.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 09:53:15 GMT""},{""version"":""v2"",""created"":""Wed, 22 Oct 2003 14:31:46 GMT""}]","2009-11-10"
"hep-ph/0310013","A. H. Rezaeian","Amir H. Rezaeian, Niels R. Walet, Michael C. Birse","Relativistic Faddeev approach to a non-local NJL model","5 pages (AIP style), 3 figures, Talk presented at the "" Xth
  International Conference on Hadron Spectroscopy (HADRON '03) "", August
  31-September 6, 2003, Aschaffenburg, Germany","AIP Conf.Proc. 717 (2004) 690-694","10.1063/1.1799781",,"hep-ph nucl-th",,"  The diquark and nucleon are studied in a non-local NJL model. We solve the
relativistic Faddeev equation and compare the results with the ordinary NJL
model. Although the model is quark confining, it is not diquark confining in
the rainbow-ladder approximation. We show that the off-shell contribution to
the diquark $T$ matrix is crucial for the structure of the nucleon: without its
inclusion the attraction in the scalar channel is too weak to form a three-body
bound state.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 10:26:39 GMT""}]","2009-11-10"
"hep-ph/0310014","Donini Andrea","A. Donini","NUFACT'03: The Fate of the Clones","4 pages using epsfig. Talk given at NUFACT03, 5-11 June 2003, New
  York, USA",,"10.1063/1.1818401",,"hep-ph",,"  We present a Neutrino-Factory-based setup with three detectors of different
kind in principle capable to solve the eightfold-degeneracy in the simultaneous
measurement of $\theta_{13}$ and $\delta$, for $\theta_{13} \geq 1^\circ
(\sin^2 (2 \theta_{13}) \geq 10^{-3})$. Our setup includes a Superbeam-driven
water Cherenkov (the Superbeam conceived as the first stage of the Neutrino
Factory); two muon-storage-ring-driven detectors (namely, a large magnetized
iron calorimeter and an emulsion cloud chamber) to take advantage of both the
so-called ""golden"" ($\nu_e \to \nu_\mu$) and ""silver"" ($\nu_e \to \nu_\tau$)
channels.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 12:57:34 GMT""}]","2009-11-10"
"hep-ph/0310015","Satoru Akiyama","Satoru Akiyama and Yasuhiko Futami","Nonrigid chiral soliton for the octet and decuplet baryons","11 pages(LaTex), 1 figures(eps)","Phys.Rev. D69 (2004) 014001","10.1103/PhysRevD.69.014001",,"hep-ph",,"  Systematic treatment of the collective rotation of the nonrigid chiral
soliton is developed in the SU(3) chiral quark soliton model and applied to the
octet and decuplet baryons. The strangeness degrees of freedom are treated by a
simplified bound-state approach which omits the locality of the kaon wave
function. Then, the flavor rotation is divided into the isospin rotation and
the emission and absorption of the kaon. The kaon Hamiltonian is diagonalized
by the Hartree approximation. The soliton changes the shape according to the
strangeness. The baryons appear as the rotational bands of the combined system
of the soliton and the kaon.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 13:01:43 GMT""}]","2009-11-10"
"hep-ph/0310016","Stefano Forte","Guido Altarelli, Richard D. Ball, Stefano Forte","An Improved Splitting Function for Small x Evolution","5 pages, 2 figures, presented by G.A.at DIS2003",,,"CERN-TH/2003-238, Edinburgh 2003/18, IFUM-774/FT","hep-ph",,"  We summarize our recent result for a splitting function for small x evolution
which includes resummed small x logarithms deduced from the leading order BFKL
equation with the inclusion of running coupling effects. We compare this
improved splitting function with alternative approaches.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 13:11:38 GMT""}]","2007-05-23"
"hep-ph/0310018","Mikhail Dolgopolov V.","M.V.Dolgopolov, Yu.P.Philippov","The trilinear neutral Higgs self-couplings in the MSSM. Complete
  one-loop analysis","6 pages, 4 figures, The International Workshop QFTHEP'2003",,,,"hep-ph",,"  The Higgs boson effective self-couplings $\lambda_{hhh}$ and $\lambda_{HHH}$
are calculated in the framework of the Minimal Supersymmetric Standard Model
(MSSM) for the complete set of one-loop diagrams with one of the Higgs bosons
off-shell. The comparison with previous results, where only the leading
correction terms in the limiting case of large masses of virtual particles were
calculated, is carried out. We analyse the dependence of the self-couplings on
the energy and ${\tt tan} \beta$; it is demonstrated that the tree-level
self-couplings could acquire substantial one-loop corrections, which could be
phenomenologically important.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 15:15:04 GMT""}]","2007-05-23"
"hep-th/0309268","Lahouari Mesref","L. Mesref","A Map between (q,h)-deformed Gauge Theories and ordinary Gauge Theories","8 pages",,,,"hep-th",,"  We introduce a new map between a (q,h)-deformed gauge theory and ordinary
gauge theory in a full analogy with Seiberg-Witten map.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 18:06:05 GMT""}]","2007-05-23"
"hep-th/0309269","Jurgen Fuchs","J""urg Fr""ohlich, J""urgen Fuchs, Ingo Runkel, Christoph Schweigert","Algebras in tensor categories and coset conformal field theories","6 pages, 3 figures; Proceeding Ahrenshoop 2003","Fortsch.Phys. 52 (2004) 672-677","10.1002/prop.200310162","HU-EP-03/68","hep-th",,"  The coset construction is the most important tool to construct rational
conformal field theories with known chiral data. For some cosets at small
level, so-called maverick cosets, the familiar analysis using selection and
identification rules breaks down. Intriguingly, this phenomenon is linked to
the existence of exceptional modular invariants. Recent progress in CFT, based
on studying algebras in tensor categories, allows for a universal construction
of the chiral data of coset theories which in particular also applies to
maverick cosets.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 16:37:27 GMT""}]","2015-06-26"
"hep-th/0309270","Eric R. Sharpe","R. Donagi, S. Katz, E. Sharpe","Spectra of D-branes with Higgs vevs","46 pages, LaTeX; v2: typos fixed; v3: more typos fixed","Adv.Theor.Math.Phys. 8 (2005) 813-859","10.4310/ATMP.2004.v8.n5.a3","ILL-(TH)-03-09","hep-th math.AG",,"  In this paper we continue previous work on counting open string states
between D-branes by considering open strings between D-branes with nonzero
Higgs vevs, and in particular, nilpotent Higgs vevs, as arise, for example,
when studying D-branes in orbifolds. Ordinarily Higgs vevs can be interpreted
as moving the D-brane, but nilpotent Higgs vevs have zero eigenvalues, and so
their interpretation is more interesting -- for example, they often correspond
to nonreduced schemes, which furnishes an important link in understanding old
results relating classical D-brane moduli spaces in orbifolds to Hilbert
schemes, resolutions of quotient spaces, and the McKay correspondence. We give
a sheaf-theoretic description of D-branes with Higgs vevs, including nilpotent
Higgs vevs, and check that description by noting that Ext groups between the
sheaves modelling the D-branes, do in fact correctly count open string states.
In particular, our analysis expands the types of sheaves which admit on-shell
physical interpretations, which is an important step for making derived
categories useful for physics.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 17:36:52 GMT""},{""version"":""v2"",""created"":""Mon, 13 Oct 2003 14:01:12 GMT""},{""version"":""v3"",""created"":""Fri, 16 Apr 2004 21:05:32 GMT""}]","2016-08-29"
"hep-th/0309271","Mario Rocca","C.G.Bollini and M.C.Rocca","Convolution of n-dimensional Tempered Ultradistributions and Field
  Theory","28 pages","Int.J.Theor.Phys. 43 (2004) 59-76","10.1023/B:IJTP.0000028850.35090.24",,"hep-th",,"  In this work, a general definition of convolution between two arbitrary
Tempered Ultradistributions is given. When one of the Tempered
Ultradistributions is rapidly decreasing this definition coincides with the
definition of J. Sebastiao e Silva. In the four-dimensional case, when the
Tempered Ultradistributions are even in the variables $k^0$ and $\rho$ (see
Section 5) we obtain an expression for the convolution, which is more suitable
for practical applications. The product of two arbitrary even (in the variables
$x^0$ and $r$) four dimensional distributions of exponential type is defined
via the convolution of its corresponding Fourier Transforms. With this
definition of convolution, we treat the problem of singular products of Green
Functions in Quantum Field Theory. (For Renormalizable as well as for
Nonrenormalizable Theories). Several examples of convolution of two Tempered
Ultradistributions are given. In particular we calculate the convolution of two
massless Wheeeler's propagators and the convolution of two complex mass
Wheeler's propagators.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:22:16 GMT""}]","2016-09-06"
"hep-th/0309272","Sylvain Ribault","Sylvain Ribault","Cordes et D-branes dans les espaces-temps courbes","PhD thesis in French, defended 20/06/2003, 133 pages, 22 (v2:
  centered) figures",,,,"hep-th",,"  This thesis is devoted to the construction and study of D-branes in some
curved space-times in string theory. On the one hand, those D-branes are
described geometrically as submanifolds subject to Born-Infeld effective
dynamics. On the other hand, they can be built microscopically using boundary
conformal field theory. We use and compare those two approaches. We also
improve them technically : we rewrite Born-Infeld dynamics in a gauge-invariant
way, and formulate precise analyticity requirements for the density of open
strings on certain D-branes. Our results include the effective description of
symmetric D-branes in compact groups, the determination of the complete
spectrum of open strings on AdS2 D-branes in AdS3, the exact construction of
some D-branes in the cigar SL(2)/U(1), and a geometric description of all
D3-branes in NS5-brane backgrounds.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:36:35 GMT""},{""version"":""v2"",""created"":""Fri, 10 Oct 2003 17:06:02 GMT""}]","2007-05-23"
"hep-th/0309273","James Dent","R. Arnowitt, J. Dent, and B. Dutta","Horava-Witten Cosmology","8 pages, contribution to the proceedings of ""String Phenomenology
  2003"" conference, Durham, UK, July 29-August 4",,,,"hep-th astro-ph hep-ph",,"  We consider the cosmology of the reduced 5D Horava-Witten M-Theory (HW) with
volume modulus and treating matter on the orbifold planes to first order. It is
seen that one can recover the FRW cosmology in the Hubble expansion era with
relativistic matter, but if a solution exist with non-relativistic (massive)
matter it must be non-static with a Hubble constant that depends on the fifth
dimension. (The same result holds when 5-branes are present.) This difficulty
is traced to the fact that in HW, the volume modulus couples to the bulk and
brane cosmological constants (so that the net 4D constant vanishes naturally).
This situation is contrasted with the Randall-Sundrum 1 model (which is here
treated without making the stiff potential approximation) where the radion
field does not couple to the cosmological constants (and so one must instead
fine tune the net constant to zero). One finds that non-relativistic matter is
accommodated there by changing the distance between the end branes.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:53:14 GMT""}]","2007-05-23"
"hep-th/0310001","Elias Kiritsis","Elias Kiritsis","D-branes in Standard Model building, Gravity and Cosmology","132 pages, 7 eps figures, LateX, feynmf package. This version will
  appear in Physics Reports. It contains new sections on concrete interesecting
  brane orientifolds, brane-antibrane cosmology and cosmological brane-bulk
  energy exchange","Phys.Rept.421:105-190,2005; Erratum-ibid.429:121-122,2006;
  Fortsch.Phys.52:200-263,2004","10.1016/j.physrep.2005.09.001 10.1002/prop.200310120",,"hep-th gr-qc hep-ph",,"  D-branes are by now an integral part of our toolbox towards understanding
nature. In this review we will describe recent progress in their use to realize
fundamental interactions. The realization of the Standard Model and relevant
physics and problems will be detailed. New ideas on realizing 4-dimensional
gravity use the brane idea in an important way. Such approaches will be
reviewed and compared to the standard paradigm of compactification. Branes can
play a pivotal role both in early- and late-universe cosmology mainly via the
brane-universe paradigm. Brane realizations of various cosmological ideas
(early inflation, sources for dark matter and dark energy, massive gravity etc)
will be also reviewed.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 21:24:52 GMT""},{""version"":""v2"",""created"":""Fri, 14 May 2004 00:45:19 GMT""}]","2014-11-18"
"hep-th/0310002","Igor Rivin","D. Jakobson, S.D.Miller, I.Rivin, and Z. Rudnick","Eigenvalue spacings for regular graphs","Appeared in IMA vol. 109 (Emerging applications of number theory,
  Minneapolis, MN 1996)",,,,"hep-th",,"  We carry out a numerical study of fluctuations in the spectrum of regular
graphs. Our experiments indicate that the level spacing distribution of a
generic k-regular graph approaches that of the Gaussian Orthogonal Ensemble of
random matrix theory as we increase the number of vertices. A review of the
basic facts on graphs and their spectra is included.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 23:34:23 GMT""}]","2007-05-23"
